年份,姓名,性别,年龄,公司总部地,所在行业,排名,财富值_人民币/亿元
2015,张轩松,先生,44,中国-福建-福州,超市零售,262,115.0
2015,吴以岭,先生,66,中国-河北-石家庄,医药,262,115.0
2015,李文斌,先生,40,中国-云南-昆明,房地产,262,115.0
2015,丁世忠,先生,45,中国-福建-厦门,体育用品,276,112.0
2015,傅光明,先生,61,中国-福建-南平,农业,277,110.0
2015,肖奋,先生,53,中国-广东-深圳,音频技术、电声产品,277,110.0
2015,沈亚,先生,44,中国-广东-广州,B2C在线零售,277,110.0
2015,徐观宝,先生,58,中国-浙江-杭州,化工、农业、投资,277,110.0
2015,魏奇,先生,未知,中国-辽宁-锦州,化工,277,110.0
2015,韩涛,先生,55,中国-上海,电子材料,277,110.0
2015,郑坚江,先生,54,中国-浙江-宁波,家电、房地产,277,110.0
2015,郑效东,先生,51,中国-上海,医疗设备,277,110.0
2015,袁富根,先生,65,中国-江苏-苏州,精密铸件,277,110.0
2015,黄炳文,先生,61,中国-广东-汕头,印刷,277,110.0
2015,王振滔,先生,50,中国-浙江-温州,鞋业、地产,277,110.0
2015,孙伟杰,先生,52,中国-山东-烟台,石油专用设备,277,110.0
2015,丁世家,先生,51,中国-福建-厦门,体育用品,289,108.0
2015,孙尚传,先生,52,中国-广东-深圳,通信设备制造,290,105.0
2015,顾伟,先生,50,中国-新疆-乌鲁木齐,数码,290,105.0
2015,李国祥,先生,56,中国-北京,投资,290,105.0
2015,王林江,先生,48,中国-北京,投资,290,105.0
2015,胡钢,先生,57,中国-福建-福州,IT,290,105.0
2015,刘沧龙,先生,未知,中国-四川-成都,冶金、化工、房地产,290,105.0
2015,王海鹏,先生,54,中国-广东-深圳,包装产品,290,105.0
2015,朱文臣,先生,未知,中国-河南-郑州,医药、白酒,290,105.0
2015,黄敏利,先生,50,中国-香港,休闲沙发,290,105.0
2015,邓伟,先生,52,中国-北京,通信、能源、投资,290,105.0
2015,陈炽昌,先生,44,中国-广东-中山,教育软件开发,290,105.0
2015,仇建平,先生,53,中国-浙江-杭州,工具制造,290,105.0
2015,张秀根,先生,未知,中国-北京,汽车制造、投资,290,105.0
2015,王佳,先生,46,中国-北京,网络安全,290,105.0
2015,胡凯军,先生,53,中国-北京,医药,290,105.0
2015,刘国本,先生,71,中国-湖北-襄樊,蓄电池,305,100.0
2015,沈小平,先生,52,中国-江苏-苏州,电缆,305,100.0
2015,周福仁,先生,64,中国-辽宁-鞍山,复合肥、矿产、耐火材料,305,100.0
2015,周立武,先生,52,中国-浙江-杭州,水处理设备,305,100.0
2015,张峻,先生,未知,中国-广东-深圳,金融、房地产,305,100.0
2015,程雪,女士,45,中国-广东-佛山,食品,305,100.0
2015,曹德旺,先生,69,中国-福建-福州,玻璃,305,100.0
2015,张劲,先生,44,中国-广东-广州,投资、房地产、汽车,305,100.0
2015,吴强,先生,35,中国-北京,投资,305,100.0
2015,虞锋,先生,52,中国-上海,投资,305,100.0
2015,荣智健,先生,73,中国-香港,投资、房地产,305,100.0
2015,沈汉标,先生,43,中国-广东-广州,木制家具制造,305,100.0
2015,阮鸿献,先生,49,中国-云南-昆明,医药,305,100.0
2015,李非列,先生,49,中国-广东-深圳,钢铁、矿产、能源,305,100.0
2015,黄绍武,先生,45,中国-广东-深圳,手机分销、物流、房地产,305,100.0
2015,林刚,先生,51,中国-广东-深圳,医药,305,100.0
2015,陈华,先生,49,中国-广东-深圳,房地产,305,100.0
2015,董现君,先生,52,中国-江苏-徐州,房地产,305,100.0
2015,黄怒波,先生,59,中国-北京,房地产,305,100.0
2015,孙宏斌,先生,52,中国-天津,房地产,305,100.0
2015,叶立培,先生,71,中国-上海,房地产,305,100.0
2015,钟声坚,先生,57,中国-上海,房地产,305,100.0
2015,黄楚龙,先生,56,中国-广东-深圳,房地产、投资,305,100.0
2015,徐建刚,先生,47,中国-上海,房地产、矿,305,100.0
2015,周鸿祎,先生,45,中国-北京,软件,305,100.0
2015,潘琦,先生,52,中国-广西-北海,输配电及控制设备、生物,305,100.0
2015,王清涛,先生,53,中国-山东-淄博,煤焦,305,100.0
2015,赵兴龙,先生,60,中国-云南-昆明,工艺品,305,100.0
2015,景百孚,先生,45,中国-北京,房地产,305,100.0
2015,补建,先生,51,中国-四川-成都,软件、电子,334,98.0
2015,李登海,先生,66,中国-山东-烟台,农业,335,95.0
2015,周庆治,先生,60,中国-上海,电池、投资,335,95.0
2015,杨竞忠,先生,63,中国-广西-南宁,汽车制造业,335,95.0
2015,周伟建,先生,未知,中国-广东-佛山,涂料化工,335,95.0
2015,楚金甫,先生,56,中国-河南-许昌,电器制造,335,95.0
2015,陆永华,先生,52,中国-江苏-南通,电子式电能表,335,95.0
2015,陈奇星,先生,56,中国-广东-深圳,电子产品,335,95.0
2015,李贤义,先生,63,中国-香港,玻璃,335,95.0
2015,高云峰,先生,48,中国-广东-深圳,激光设备,335,95.0
2015,王树生,先生,61,中国-北京,物流、航空、投资,335,95.0
2015,刘学景,先生,64,中国-山东-聊城,肉类食品、铜冶炼,335,95.0
2015,林奇,先生,34,中国-上海,网络游戏,335,95.0
2015,闫希军,先生,62,中国-天津,医药,335,95.0
2015,王云富,先生,53,中国-浙江-台州,医药、化工,335,95.0
2015,何著胜,先生,68,中国-辽宁-鞍山,耐火材料、钢铁、矿业,335,95.0
2015,戴伟立,先生,未知,美国,半导体、电脑芯片,335,95.0
2015,刘振国,先生,50,中国-北京,污水处理,335,95.0
2015,安治富,先生,69,中国-四川-绵阳,房地产、运输,352,93.0
2015,夏鼎湖,先生,71,中国-安徽-宁国,橡胶和塑料制品业,352,93.0
2015,陈清州,先生,50,中国-广东-深圳,专业无线通信,352,93.0
2015,蒋业华,先生,52,中国-重庆,房地产,352,93.0
2015,钟玉,先生,65,中国-北京,环保材料,356,92.0
2015,易如波,先生,39,中国-北京,房地产,356,92.0
2015,张跃,先生,55,中国-湖南-长沙,中央空调、环保建筑,358,90.0
2015,蒋锡培,先生,52,中国-江苏-无锡,电缆、医药、房地产,358,90.0
2015,何人宝,先生,50,中国-浙江-台州,化工,358,90.0
2015,刘年新,先生,59,中国-广东-深圳,建筑装饰,358,90.0
2015,叶远西,先生,53,中国-广东-深圳,装修装饰,358,90.0
2015,柳海彬,先生,52,中国-上海,香精香料,358,90.0
2015,汝继勇,先生,42,中国-江苏-苏州,家具制造,358,90.0
2015,严健军,先生,50,中国-上海,信息、金融、投资,358,90.0
2015,虞阿五,先生,75,中国-浙江-绍兴,首饰、房地产、金融,358,90.0
2015,汪立平,先生,49,中国-江苏-常州,高压油缸,358,90.0
2015,杨文龙,先生,53,中国-江西-宜春,医药,358,90.0
2015,袁志敏,先生,54,中国-广东-广州,塑料,358,90.0
2015,吴洁,先生,47,中国-福建-福州,房地产,358,90.0
2015,王均豪,先生,43,中国-上海,房地产、航空、零售,358,90.0
2015,陈锦石,先生,53,中国-江苏-南通,房地产、建筑,358,90.0
2015,李德福,先生,57,中国-天津,房地产、金融,358,90.0
2015,陈鸿成,先生,57,中国-广东-普明,房地产、投资,358,90.0
2015,黄朝阳,先生,49,中国-香港,房地产、变压器,358,90.0
2015,陆克平,先生,71,中国-江苏-无锡,服装纺织、生物医药、投资,358,90.0
2015,唐健,先生,59,中国-广东-深圳,智能卡、计算机软件的技术开发,358,90.0
2015,刘载望,先生,43,中国-北京,建筑幕墙,358,90.0
2015,侯建芳,先生,49,中国-河南-郑州,畜牧,358,90.0
2015,闫琦,先生,56,中国-海南-三亚,房地产,358,90.0
2015,冯小华,先生,59,中国-广西-南宁,制糖业,358,90.0
2015,王希成,先生,67,中国-山东-烟台,轮胎,358,90.0
2015,李卫国,先生,50,中国-北京,防水材料,358,90.0
2015,兰华升,先生,44,中国-广东-深圳,农业,384,88.0
2015,李卫伟,先生,38,中国-安徽-芜湖,汽车制造业、游戏,384,88.0
2015,邹炳德,先生,44,中国-浙江-宁波,生物医药,384,88.0
2015,范伟,先生,46,中国-上海,综合,384,88.0
2015,汪群斌,先生,46,中国-上海,综合,384,88.0
2015,蒋卫平,先生,60,中国-四川-遂宁,矿,384,88.0
2015,乔鲁予,先生,60,中国-广东-深圳,印刷,390,86.0
2015,刘淑芹,先生,未知,中国-北京,医药,390,86.0
2015,侯昌财,先生,59,中国-福建-厦门,房地产,392,85.0
2015,高德康,先生,63,中国-江苏-苏州,服装,392,85.0
2015,陈国鹰,先生,52,中国-福建-福州,通信服务,392,85.0
2015,康宝华,先生,62,中国-辽宁-沈阳,建筑幕墙、电梯,392,85.0
2015,刘水,先生,46,中国-广东-深圳,生态园林,392,85.0
2015,陈夏鑫,先生,53,中国-浙江-杭州,电梯、锅炉、房地产,392,85.0
2015,陈宝珍,先生,72,中国-上海,互联网服务,392,85.0
2015,何志涛,先生,33,中国-浙江-杭州,信息科技,392,85.0
2015,孙平范,先生,46,中国-浙江-宁波,机械制造,392,85.0
2015,郝镇熙,先生,47,中国-广东-珠海,医疗设备,392,85.0
2015,卢柏强,先生,53,中国-广东-深圳,农药制剂,392,85.0
2015,韩旭,先生,50,中国-山东-烟台,医药,392,85.0
2015,胡季强,先生,54,中国-浙江-杭州,医药,392,85.0
2015,左洪波,先生,50,中国-黑龙江-哈尔滨,光电材料,392,85.0
2015,黄俊康,先生,60,中国-香港,房地产,392,85.0
2015,童锦泉,先生,60,中国-上海,房地产,392,85.0
2015,邹建民,先生,53,中国-广东-深圳,房地产,392,85.0
2015,米恩华,先生,57,中国-新疆-乌鲁木齐,地产、畜牧,392,85.0
2015,张志熔,先生,43,中国-上海,房地产、船业,392,85.0
2015,吕慧,先生,66,中国-香港,钢铁、铁矿石进出口、房地产,392,85.0
2015,郑耀楠,先生,40,中国-广东-东莞,内衣,392,85.0
2015,孟庆山,先生,67,中国-河北-廊坊,食用调味品,392,85.0
2015,刘悉承,先生,53,中国-广东-深圳,医药、能源,414,83.0
2015,王义平,先生,54,中国-浙江-宁波,汽车零部件,415,82.0
2015,项光明,先生,52,中国-浙江-温州,垃圾发电,415,82.0
2015,周明杰,先生,58,中国-广东-深圳,灯具,415,82.0
2015,孔健岷,先生,46,中国-广东-广州,房地产,415,82.0
2015,张思夏,先生,62,中国-山东-青岛,电缆,415,82.0
2015,刘殿波,先生,50,中国-山东-烟台,医药,415,82.0
2015,曾开天,先生,未知,中国-安徽-芜湖,汽车制造业、游戏,421,81.0
2015,赵小强,先生,48,中国-浙江-绍兴,服饰,422,80.0
2015,綦建虹,先生,未知,中国-北京,汽车、奢侈品代理、投资,422,80.0
2015,夏佐全,先生,52,中国-广东-深圳,汽车、手机零部件、充电电池,422,80.0
2015,尤小平,先生,57,中国-浙江-温州,化工、铝业、投资,422,80.0
2015,陈德军,先生,45,中国-上海,快递,422,80.0
2015,张万镇,先生,66,中国-广东-潮州,电子元器件,422,80.0
2015,任建华,先生,58,中国-浙江-杭州,家用电器,422,80.0
2015,张静章,先生,78,中国-浙江-宁波,注塑机,422,80.0
2015,高玉根,先生,49,中国-江苏-苏州,仪器制造,422,80.0
2015,柯希平,先生,55,中国-福建-厦门,投资、地产,422,80.0
2015,史正富,先生,61,中国-上海,投资,422,80.0
2015,周传有,先生,51,中国-上海,矿、投资,422,80.0
2015,尹兴满,先生,59,中国-浙江-台州,电机零部件制造,422,80.0
2015,苏萌,先生,未知,中国-广东-广州,房地产,422,80.0
2015,肖春红,先生,47,中国-贵州-贵阳,房地产,422,80.0
2015,郁国祥,先生,45,中国-上海,房地产、投资,422,80.0
2015,盛百椒,先生,63,中国-广东-深圳,鞋业,422,80.0
2015,任正非,先生,71,中国-广东-深圳,电信解决方案,422,80.0
2015,李银会,先生,49,中国-青海-海东行署,酿酒,422,80.0
2015,王步峰,先生,未知,中国-山东-济宁,新能源产品制造,422,80.0
2015,崔志祥,先生,52,中国-山东-东营,铜业,422,80.0
2015,何亚民,先生,58,中国-四川-成都,机械制造,422,80.0
2015,姚文彬,先生,45,中国-北京,网络游戏,422,80.0
2015,刘革新,先生,64,中国-四川-成都,制药、医药流通,422,80.0
2015,付玉成,先生,未知,中国-天津,房地产、船舶,422,80.0
2015,刘振东,先生,44,中国-北京,房地产、模板钢,422,80.0
2015,艾立华,先生,57,中国-湖南-益阳,电容器制造,448,78.0
2015,张绍日,先生,59,中国-广东-东莞,医药,448,78.0
2015,王东辉,先生,49,中国-北京,信息技术,450,77.0
2015,杨斌,先生,40,中国-宁夏-银川,黑色金属矿采选业,451,76.0
2015,孟庆南,先生,57,中国-湖北-武汉,通信设备元件,451,76.0
2015,缪双大,先生,64,中国-江苏-无锡,空调设备,453,75.0
2015,林聪颖,先生,55,中国-福建-泉州,服装,453,75.0
2015,王剑峰,先生,45,中国-浙江-宁波,汽车零部件制造,453,75.0
2015,王柏兴,先生,59,中国-江苏-苏州,电缆,453,75.0
2015,范永贵,先生,65,中国-浙江-台州,电器制造,453,75.0
2015,吕永祥,先生,65,中国-吉林-吉林,电气制造,453,75.0
2015,徐湛滔,先生,48,中国-香港,环保,453,75.0
2015,林印孙,先生,51,中国-江西-南昌,饲料、养殖,453,75.0
2015,张道才,先生,65,中国-浙江-绍兴,工业设备、汽车零部件、房地产,453,75.0
2015,裘国根,先生,46,中国-上海,投资,453,75.0
2015,郑永刚,先生,57,中国-上海,锂电池、服装、投资,453,75.0
2015,陈少忠,先生,48,中国-江苏-无锡,机械配件,453,75.0
2015,周福海,先生,56,中国-江苏-无锡,金属复合材料,453,75.0
2015,许玲,先生,52,中国-香港,石油开采、石油贸易,453,75.0
2015,陈妙林,先生,63,中国-浙江-杭州,房地产,453,75.0
2015,韩国龙,先生,60,中国-福建-福州,房地产、手表,453,75.0
2015,钱金波,先生,51,中国-浙江-温州,鞋,453,75.0
2015,靳保芳,先生,63,中国-河北-邢台,光伏,453,75.0
2015,李彬兰,先生,53,中国-广东-深圳,超市零售,453,75.0
2015,孙孟全,先生,65,中国-山东-烟台,食用油,453,75.0
2015,曹仁贤,先生,47,中国-安徽-合肥,电气机械及器材制造业,453,75.0
2015,张观福,先生,50,中国-贵州-贵阳,医药,453,75.0
2015,王坤晓,先生,46,中国-山东-烟台,石油专用设备,453,75.0
2015,蒋宁,先生,未知,中国-北京,无线通信,453,75.0
2015,宋睿,先生,40,中国-四川-成都,化工,477,74.0
2015,张开元,先生,51,中国-北京,环保,477,74.0
2015,顾庆伟,先生,43,中国-北京,IT,477,74.0
2015,林荣新,先生,47,中国-福建-福州,房地产、钛白粉,480,73.0
2015,王填,先生,47,中国-湖南-湘潭,零售连锁,480,73.0
2015,康乔,先生,33,中国-海南-海口,医药电子商务、数字娱乐、高科技化纤,480,73.0
2015,张世权,先生,65,中国-浙江-杭州,汽车零部件制造,483,72.0
2015,李洪信,先生,62,中国-山东-济宁,造纸,483,72.0
2015,庞庆华,先生,60,中国-河北-唐山,汽车销售,485,71.0
2015,吴尚志,先生,65,中国-北京,投资,485,71.0
2015,李留法,先生,56,中国-河南-平顶山,铝业、水泥,487,70.0
2015,陈义红,先生,57,中国-北京,服装,487,70.0
2015,孙锋峰,先生,34,中国-浙江-杭州,汽车零部件,487,70.0
2015,颜静刚,先生,37,中国-上海,建筑材料,487,70.0
2015,牟金香,先生,61,中国-浙江-台州,化工,487,70.0
2015,王伟,先生,44,中国-贵州-贵阳,计算机技术及软件开发、销售,487,70.0
2015,陈凯旋,先生,57,中国-广东-广州,日化用品,487,70.0
2015,俞敏洪,先生,53,中国-北京,教育,487,70.0
2015,陶华碧,先生,68,中国-贵州-贵阳,食品,487,70.0
2015,刘伟,先生,50,中国-广东-广州,IT分销代理业务,487,70.0
2015,张建均,先生,54,中国-浙江-台州,塑料制品、太阳能,487,70.0
2015,姚文琛,先生,64,中国-上海,扑克、印刷,487,70.0
2015,莫天全,先生,51,中国-北京,房地产网络搜索,487,70.0
2015,周炜,先生,48,中国-上海,软件,487,70.0
2015,张轩宁,先生,45,中国-福建-福州,超市零售,487,70.0
2015,杨建新,先生,46,中国-山西-太原,服装、物流,487,70.0
2015,杨雪岗,先生,50,中国-北京,煤炭、化工,487,70.0
2015,高文班,先生,67,中国-山东-临沂,复合肥,487,70.0
2015,梁亮胜,先生,64,中国-湖北-武汉,日化用品、卫生用品,487,70.0
2015,曹世如,先生,63,中国-四川-成都,零售连锁,487,70.0
2015,张荣华,女士,46,中国-天津,钢铁,487,70.0
2015,邵建明,先生,52,中国-广东-广州,房地产、矿、化工,508,68.0
2015,朱国锭,先生,50,中国-浙江-杭州,IT,508,68.0
2015,黄嘉棣,先生,53,中国-广西-南宁,乳制品,508,68.0
2015,范秀莲,先生,52,中国-西藏-山南地区,医药,511,67.0
2015,黄巧龙,先生,55,中国-浙江-杭州,旅游、房地产,511,67.0
2015,林国芳,先生,59,中国-广东-深圳,家纺,511,67.0
2015,吴少勋,先生,59,中国-湖北-黄石,保健酒,511,67.0
2015,肖文慧,女士,58,中国-北京,矿业、房地产、投资,511,67.0
2015,曾少贵,先生,47,中国-广东-深圳,医药,511,67.0
2015,周和平,先生,51,中国-广东-深圳,热缩材料,511,67.0
2015,王勇萍,先生,44,中国-北京,无线通信,511,67.0
2015,张加勇,先生,40,中国-浙江-湖州,家具,519,66.0
2015,徐其明,先生,52,中国-浙江-宁波,水产品、房地产、艺术品收藏,519,66.0
2015,杨卫新,先生,54,中国-浙江-宁波,色纺纱,519,66.0
2015,申东日,先生,43,中国-北京,服装,519,66.0
2015,李福成,先生,69,中国-河北-廊坊,食品,519,66.0
2015,吴延炜,先生,56,中国-北京,基础工程,519,66.0
2015,冯长革,先生,未知,中国-河南-郑州,汽车销售、房地产,525,65.0
2015,沈华源,先生,61,中国-四川-成都,文化艺术,525,65.0
2015,陆风,先生,47,中国-上海,数据服务,525,65.0
2015,张爱娟,先生,51,中国-浙江-绍兴,染料,525,65.0
2015,郑和平,先生,64,中国-山东-潍坊,肉制品,525,65.0
2015,黄宏生,先生,59,中国-广东-深圳,家用电器,525,65.0
2015,夏曙东,先生,43,中国-北京,智能交通,525,65.0
2015,徐新,先生,49,中国-上海,投资,525,65.0
2015,陈江涛,先生,54,中国-北京,IT,525,65.0
2015,茅理翔,先生,74,中国-浙江-宁波,厨具,525,65.0
2015,黄小平,先生,57,中国-江苏-常州,机械制造、房地产,525,65.0
2015,刘德群,先生,50,中国-辽宁-大连,海洋渔业,525,65.0
2015,陈海斌,先生,46,中国-浙江-杭州,医疗服务、医疗器械,525,65.0
2015,胡柏藩,先生,53,中国-浙江-绍兴,医药,525,65.0
2015,王伟林,先生,53,中国-上海,房地产,525,65.0
2015,杨卓舒,先生,63,中国-河北-石家庄,房地产,525,65.0
2015,俞建午,先生,49,中国-浙江-杭州,房地产,525,65.0
2015,汪俊林,先生,53,中国-四川-成都,房地产、白酒,525,65.0
2015,张宝全,先生,58,中国-北京,房地产、当代艺术,525,65.0
2015,孙为民,先生,52,中国-江苏-南京,家电零售、房地产,525,65.0
2015,江南,先生,52,中国-广东-广州,橡胶制品、房地产,525,65.0
2015,陈建铭,先生,59,中国-上海,航运、房地产,525,65.0
2015,薛华,先生,45,中国-广东-广州,饲料,525,65.0
2015,陈雁升,先生,45,中国-广东-汕头,车模,525,65.0
2015,张邦鑫,先生,35,中国-北京,教育,525,65.0
2015,蔡荣军,先生,43,中国-广东-深圳,电子元件研发、生产和销售,525,65.0
2015,张利钿,先生,51,中国-广东-赣州,乳业,525,65.0
2015,王文城,先生,未知,中国-广东-东莞,石材、房地产,525,65.0
2015,刘福海,先生,61,中国-山东-东营,纺织、化工,525,65.0
2015,陈东升,先生,58,中国-北京,拍卖、保险,525,65.0
2015,程维,先生,32,中国-北京,IT,525,65.0
2015,盛发强,先生,46,中国-北京,服装,556,64.0
2015,王燕清,先生,49,中国-江苏-无锡,自动化设备,556,64.0
2015,张世民,先生,56,中国-内蒙古-乌海,煤炭,556,64.0
2015,贺增林,先生,45,中国-陕西-西安,通信设备制造,556,64.0
2015,孙洁晓,先生,未知,中国-江苏-苏州,通讯设备,556,64.0
2015,纪德法,先生,64,中国-上海,电气设备,556,64.0
2015,朱兴明,先生,48,中国-广东-深圳,电气机械及器材制造,556,64.0
2015,蔡明通,先生,63,中国-福建-泉州,电子元器件,556,64.0
2015,刘肇怀,先生,59,中国-广东-深圳,电子安防、光通信设备,556,64.0
2015,马秀慧,先生,44,中国-上海,节能灯,556,64.0
2015,李新炎,先生,64,中国-上海,重型工程用车,556,64.0
2015,唐修国,先生,52,中国-北京,重型机械,556,64.0
2015,胡成中,先生,54,中国-浙江-温州,工业电器、房地产,556,64.0
2015,刘双珉,先生,63,中国-山东-东营,基础设施建设、房地产,556,64.0
2015,朱敏,先生,67,中国-浙江-杭州,投资,556,64.0
2015,张恭运,先生,52,中国-山东-高密,机械制造,556,64.0
2015,王明旺,先生,48,中国-广东-深圳,电池、充电器,556,64.0
2015,贺学初,先生,52,中国-香港,矿、高纯硅研发制造,556,64.0
2015,陈隆基,先生,59,中国-香港,石油开采、石油贸易,556,64.0
2015,陈大年,先生,37,中国-上海,在线游戏,556,64.0
2015,叶成,先生,53,中国-山东-日照,石油加工、木材加工、贸易,556,64.0
2015,王永辉,先生,53,中国-广东-广州,制药,556,64.0
2015,范建刚,先生,61,中国-江苏-苏州,输变电设备,556,64.0
2015,曾宝宝,先生,44,中国-广东-珠海,房地产,556,64.0
2015,黄辉,先生,53,中国-上海,房地产,556,64.0
2015,曾昭秦,先生,46,中国-山东-济南,房地产、矿业,556,64.0
2015,何金明,先生,63,中国-广东-深圳,零售,556,64.0
2015,熊贤忠,先生,50,中国-江西-南昌,百货零售、房地产,556,64.0
2015,陶安详,先生,57,中国-江苏-靖江,船用设备,556,64.0
2015,徐新建,先生,51,中国-江苏-连云港,太阳能设备,556,64.0
2015,段连文,先生,65,中国-山东-淄博,钢铁、矿产,556,64.0
2015,王庆辉,先生,未知,中国-北京,无线通信,556,64.0
2015,黄向墨,先生,46,中国-广东-深圳,水电、物流、房地产,556,64.0
2015,廖道训,先生,80,中国-北京,网络素材、智能交通,556,64.0
2015,何思模,先生,50,中国-广东-东莞,不间断电源,556,64.0
2015,文炳荣,先生,未知,中国-广东-深圳,设备制造、技术服务,556,64.0
2015,徐航,先生,53,中国-广东-深圳,医疗电子、房地产,556,64.0
2015,叶华能,先生,64,中国-广东-广州,新能源,556,64.0
2015,邹节明,先生,72,中国-广西-桂林,医药制造业,556,64.0
2015,周儒欣,先生,52,中国-北京,卫星导航设备,556,64.0
2015,牛宜顺,先生,60,中国-山东-济宁,轮胎、输送带、电力,556,64.0
2015,陈丽芬,先生,56,中国-江苏-无锡,服装纺织、生物医药、投资,597,62.0
2015,田秀英,先生,未知,中国-内蒙古-乌海,煤电、金融投资,597,62.0
2015,焦震,先生,49,中国-北京,投资,597,62.0
2015,郭维城,先生,51,中国-北京,医药,597,62.0
2015,高建荣,先生,53,中国-江苏-苏州,房地产,597,62.0
2015,高星,先生,62,中国-内蒙古-鄂尔多斯,房地产、路桥建设,602,61.0
2015,郭东林,先生,44,中国-广东-东莞,服装,603,60.0
2015,刘满世,先生,66,中国-内蒙古-鄂尔多斯,煤炭,603,60.0
2015,林浩亮,先生,56,中国-广东-汕头,婴儿用品,603,60.0
2015,王旭宁,先生,46,中国-上海,小家电,603,60.0
2015,陆兆禧,先生,46,中国-浙江-杭州,电子商务、金融服务,603,60.0
2015,彭蕾,先生,44,中国-浙江-杭州,电子商务、金融服务,603,60.0
2015,贾全臣,先生,59,中国-山东-青岛,机电设备制造、发电、投资,603,60.0
2015,刘正军,先生,48,中国-湖南-长沙,大气污染防治工程,603,60.0
2015,钱晓春,先生,51,中国-江苏-常州,化工原料,603,60.0
2015,张海明,先生,54,中国-上海,兽用生物制品,603,60.0
2015,李平,先生,51,中国-广东-广州,矿业开发、冶金贸易,603,60.0
2015,沈锦华,先生,48,中国-江苏-南京,网络技术开发,603,60.0
2015,肖永明,先生,51,中国-青海-格尔木,钾肥,603,60.0
2015,郭英成,先生,50,中国-香港,房地产,603,60.0
2015,张佛恩,先生,63,中国-广东-东莞,房地产,603,60.0
2015,刘学斌,先生,43,中国-广东-东莞,房地产、教育,603,60.0
2015,戴皓,先生,51,中国-北京,房地产、保险,603,60.0
2015,苏素玉,先生,67,中国-广东-汕头,房地产、矿业、投资,603,60.0
2015,施天佑,先生,45,中国-福建-泉州,纺织,603,60.0
2015,吕大龙,先生,未知,中国-北京,无线通信,603,60.0
2015,于德翔,先生,51,中国-山东-青岛,电力设备制造、技术服务,603,60.0
2015,邵钦祥,先生,61,中国-浙江-金华,工业制造、房地产,603,60.0
2015,华勇,先生,51,中国-浙江-杭州,互联网信息服务,603,60.0
2015,王兴,先生,36,中国-北京,IT,603,60.0
2015,陈保华,先生,53,中国-浙江-台州,医药,603,60.0
2015,李兆廷,先生,50,中国-北京,光电显示、光伏,603,60.0
2015,吴旭,先生,52,中国-重庆,房地产、金融,603,60.0
2015,张学君,先生,75,中国-广东-深圳,计算机软硬件,630,59.0
2015,李保平,先生,55,中国-陕西-渭南,煤炭,631,58.0
2015,陈泽民,先生,72,中国-河南-郑州,食品,631,58.0
2015,邹锡昌,先生,51,中国-广东-广州,房地产,631,58.0
2015,陈湖文,先生,45,中国-上海,文具用品制造,631,58.0
2015,杨振华,先生,51,中国-北京,通信、计算机应用服务,631,58.0
2015,吴开贤,先生,64,中国-广东-汕头,电气产品销售及制造,631,58.0
2015,刘程宇,先生,53,中国-广东-深圳,电力电子产品,631,58.0
2015,王建沂,先生,52,中国-浙江-杭州,光纤光缆,631,58.0
2015,许淑清,先生,57,中国-广西-梧州,医药、房地产,631,58.0
2015,赖海民,先生,49,中国-广东-深圳,房地产,631,58.0
2015,杨荣义,先生,未知,中国-广东-深圳,房地产,631,58.0
2015,蔡小如,先生,36,中国-广东-中山,RFID产品和解决方案供应商,631,58.0
2015,孙伟挺,先生,未知,中国-广东-深圳,色纺纱线,631,58.0
2015,郭念昆,先生,未知,中国-新疆-乌鲁木齐,股权投资,644,57.0
2015,谢子龙,先生,49,中国-湖南-长沙,医药零售,644,57.0
2015,陈士良,先生,52,中国-浙江-嘉兴,化纤、房地产,644,57.0
2015,何宁,先生,52,中国-北京,建筑设计,644,57.0
2015,梁桂秋,先生,52,中国-广东-深圳,医疗设备及医疗系统工程,644,57.0
2015,郭绍增,先生,52,中国-北京,房地产,644,57.0
2015,梁社增,先生,83,中国-广东-珠海,房地产,644,57.0
2015,刁志中,先生,52,中国-北京,软件,644,57.0
2015,陈礼豪,先生,47,中国-广东-佛山,中国钢铁电子交易,644,57.0
2015,丛连彪,先生,54,中国-吉林-长春,牛羊肉生产加工,653,56.0
2015,毛中吾,先生,53,中国-北京,重型机械,653,56.0
2015,向文波,先生,53,中国-北京,重型机械,653,56.0
2015,张克强,先生,55,中国-广东-广州,投资、房地产,653,56.0
2015,刘贞峰,先生,54,中国-山东-烟台,石油专用设备,653,56.0
2015,花轩德,先生,72,中国-浙江-台州,医药,653,56.0
2015,徐明波,先生,51,中国-北京,医药,653,56.0
2015,黄光苗,先生,46,中国-广东-深圳,房地产,653,56.0
2015,史贵禄,先生,50,中国-陕西-西安,房地产,653,56.0
2015,涂辉龙,先生,56,中国-广东-深圳,房地产,653,56.0
2015,王飘扬,先生,51,中国-北京,污水处理,653,56.0
2015,李振国,先生,47,中国-陕西-西安,硅材料,653,56.0
2015,颜华,先生,43,中国-湖北-十堰,专用设备制造业,653,56.0
2015,宋文广,先生,56,中国-山东-东营,轮胎,653,56.0
2015,冯滨,先生,51,中国-北京,旅游,653,56.0
2015,杨钊,先生,68,中国-香港,服装、房地产,668,55.0
2015,余渐富,先生,59,中国-安徽-安庆,商贸物流、房地产,668,55.0
2015,黎旭辉,先生,47,中国-广东-佛山,食品,668,55.0
2015,万隆,先生,75,中国-河南-郑州,食品加工,668,55.0
